1	34
1	120
1	311
1	351
1	408
1	460
1	489
1	494
1	602
1	822
2	51
2	375
2	390
2	586
2	629
2	942
2	972
2	997
3	47
3	300
3	419
3	436
3	446
3	590
3	696
3	779
3	827
3	840
4	326
4	406
4	447
4	494
4	763
4	785
4	858
5	16
5	18
5	60
5	75
5	88
5	198
5	417
5	526
5	628
5	741
5	758
5	923
5	925
5	927
6	128
6	195
6	284
6	494
6	540
6	598
6	637
6	664
6	678
6	699
6	748
6	760
6	777
6	944
7	12
7	51
7	91
7	222
7	284
7	430
7	466
7	743
8	91
8	259
8	403
8	522
8	525
8	555
8	638
8	707
8	711
8	728
8	738
8	787
8	851
8	874
8	938
9	217
9	402
9	441
9	454
9	467
9	502
9	627
9	635
9	786
9	787
9	800
9	823
9	825
9	946
10	451
10	456
10	483
10	518
10	595
10	604
10	621
10	926
10	951
10	998
11	182
11	382
11	598
11	796
11	799
11	840
11	883
12	311
12	351
12	488
12	561
12	643
12	764
12	773
12	852
13	55
13	239
13	253
13	382
13	384
13	584
13	687
13	696
13	830
13	903
13	982
14	15
14	47
14	167
14	203
14	261
14	364
14	685
14	818
15	76
15	161
15	216
15	329
15	373
15	385
15	395
15	531
15	554
15	668
15	821
15	926
15	982
16	174
16	189
16	223
16	241
16	272
16	367
16	377
16	479
16	658
16	697
16	844
16	990
17	62
17	99
17	150
17	195
17	269
17	481
17	587
17	607
17	609
17	694
17	738
18	51
18	74
18	405
18	617
18	888
18	913
18	916
18	949
19	105
19	116
19	194
19	241
19	599
19	909
19	921
20	298
20	384
20	389
20	403
20	422
20	543
20	646
20	735
20	882
20	951
21	16
21	602
21	639
21	948
22	36
22	133
22	152
22	189
22	290
22	437
22	593
22	716
22	767
22	793
22	895
22	952
23	207
23	319
23	699
23	958
24	194
24	360
24	369
24	451
24	550
24	595
24	797
24	804
24	858
24	959
24	995
25	78
25	163
25	246
25	440
25	692
25	742
25	823
25	825
25	840
25	929
25	964
26	36
26	163
26	288
26	413
26	417
26	482
26	672
26	677
26	823
26	916
26	966
27	201
27	584
27	739
27	771
27	899
28	100
28	245
28	430
28	484
28	498
28	600
28	647
28	677
28	724
28	897
28	952
29	201
29	263
29	391
29	453
29	653
30	59
30	229
30	423
30	567
30	586
30	595
30	661
30	728
30	852
30	909
30	988
31	166
31	398
31	500
31	599
31	608
31	711
31	742
31	761
31	789
32	37
32	95
32	152
32	248
32	555
32	628
32	648
32	734
32	735
32	780
32	836
32	920
32	930
32	977
32	987
33	84
33	92
33	286
33	304
33	327
33	347
33	455
33	458
33	598
33	660
33	691
33	734
33	869
33	932
34	89
34	110
34	172
34	242
34	317
34	479
34	508
34	520
34	702
34	949
35	145
35	147
35	243
35	306
35	338
35	450
35	631
35	757
35	904
36	9
36	168
36	288
36	337
36	530
36	622
36	779
36	868
37	19
37	236
37	284
37	363
37	739
37	760
37	944
37	968
38	183
38	186
38	260
38	388
38	590
38	643
38	713
38	767
38	920
38	952
39	15
39	213
39	224
39	247
39	572
39	674
39	774
39	848
39	853
39	904
39	961
40	162
40	259
40	370
40	414
40	559
40	949
41	128
41	133
41	259
41	280
41	283
41	314
41	795
41	905
41	986
41	988
42	36
42	99
42	222
42	235
42	316
42	371
42	383
42	507
42	523
42	670
42	753
42	968
43	92
43	128
43	162
43	206
43	662
43	737
43	870
43	979
44	175
44	192
44	224
44	239
44	327
44	471
44	538
44	643
44	778
44	952
45	39
45	56
45	147
45	160
45	202
45	227
45	260
45	277
45	400
45	532
45	597
45	615
45	630
45	648
45	735
45	799
45	853
46	13
46	36
46	39
46	55
46	114
46	358
46	416
46	483
46	494
46	538
46	608
46	639
46	751
46	873
46	901
46	978
47	13
47	144
47	148
47	200
47	248
47	545
47	595
47	762
48	9
48	26
48	75
48	87
48	133
48	233
48	275
48	435
48	517
48	543
48	546
48	601
48	602
48	780
48	782
48	802
48	817
49	332
49	417
49	529
49	602
49	695
49	735
49	877
49	882
49	951
49	983
50	92
50	598
50	900
51	49
51	99
51	104
51	428
51	562
51	670
51	817
52	66
52	116
52	413
52	592
52	745
52	930
53	146
53	300
53	461
53	521
53	555
53	561
53	600
53	611
53	612
53	703
53	856
53	913
54	177
54	188
54	356
54	361
54	366
54	391
54	409
54	689
54	746
54	864
55	202
55	329
55	362
55	420
55	532
55	568
55	737
55	958
55	973
56	232
56	288
56	342
56	405
56	520
56	545
56	721
56	758
57	33
57	182
57	190
57	283
57	423
57	589
57	636
57	664
57	716
57	786
57	803
57	832
57	947
57	973
58	56
58	153
58	329
58	454
58	464
58	548
58	568
58	803
58	868
58	893
58	919
59	2
59	24
59	57
59	72
59	199
59	217
59	342
59	369
59	578
59	583
59	686
59	993
60	216
60	304
60	549
60	553
60	580
60	600
60	643
60	722
60	813
60	866
60	871
60	967
61	68
61	211
61	276
61	316
61	460
61	507
61	607
61	620
61	651
61	956
62	412
62	451
62	628
63	80
63	185
63	201
63	354
63	506
63	522
63	798
63	802
63	804
63	915
64	170
64	383
64	537
64	547
64	548
64	585
64	657
64	701
64	790
64	841
65	45
65	72
65	419
65	465
65	539
65	696
65	824
66	10
66	48
66	222
66	235
66	243
66	301
66	365
66	502
66	553
66	595
66	671
66	675
66	756
66	790
66	821
66	996
67	41
67	62
67	87
67	241
67	388
67	672
68	172
68	188
68	301
68	320
68	373
68	447
68	462
68	546
68	758
68	982
69	239
69	394
69	707
70	26
70	107
70	122
70	371
70	387
70	732
70	749
71	218
71	235
71	582
71	648
71	661
71	688
71	743
71	901
72	307
72	539
72	554
72	559
72	686
72	752
72	816
72	849
72	888
73	355
73	456
73	513
73	549
73	561
73	569
73	756
73	828
73	905
73	936
73	963
74	6
74	246
74	315
74	527
74	706
74	745
75	11
75	79
75	159
75	173
75	294
75	338
75	419
75	453
75	604
75	743
75	754
75	829
75	842
75	926
75	963
75	983
76	31
76	353
76	421
76	429
76	513
76	521
76	528
76	958
76	961
77	132
77	179
77	250
77	463
77	619
77	628
78	12
78	240
78	335
78	629
78	668
78	678
78	716
79	40
79	321
79	401
79	434
79	454
79	486
79	819
79	891
79	918
79	952
80	61
80	245
80	272
80	336
80	348
80	476
80	685
80	721
80	782
80	807
81	52
81	67
81	103
81	179
81	187
81	220
81	289
81	302
81	378
81	391
81	474
81	743
81	768
81	923
82	172
82	279
82	285
82	295
82	338
82	349
82	494
82	549
82	627
83	67
83	152
83	194
83	310
83	327
83	511
83	564
83	702
83	730
83	783
83	816
83	823
83	923
83	940
83	964
84	134
84	165
84	299
84	303
84	372
84	381
84	726
84	815
84	952
84	955
85	163
85	365
85	542
85	554
85	580
85	725
85	829
85	975
85	991
86	29
86	31
86	151
86	266
86	267
86	292
86	452
86	465
86	598
86	607
86	640
86	764
86	881
87	6
87	151
87	181
87	399
87	413
87	438
87	491
87	571
87	574
87	576
87	648
87	764
87	855
87	888
87	1000
88	14
88	133
88	168
88	270
88	289
88	327
88	492
88	503
88	684
88	970
88	971
88	988
89	42
89	85
89	170
89	173
89	343
89	575
89	693
89	728
90	11
90	123
90	148
90	180
90	222
90	272
90	308
90	343
90	363
90	405
90	650
90	752
90	823
90	840
90	854
90	856
90	914
90	990
91	145
91	407
91	480
91	587
91	627
91	652
91	835
91	870
91	909
92	255
92	601
92	652
92	757
92	907
92	958
93	135
93	254
93	352
93	520
93	657
93	797
93	977
94	26
94	307
94	342
94	397
94	579
94	629
94	685
94	696
94	702
94	751
94	803
94	890
94	924
94	976
95	159
95	207
95	301
95	306
95	317
95	404
95	453
95	579
95	619
95	677
95	802
95	909
95	932
96	256
96	384
96	495
96	605
96	863
97	169
97	230
97	268
97	335
97	392
97	451
97	520
97	663
97	669
97	711
97	779
97	781
98	15
98	97
98	156
98	307
98	319
98	416
98	591
98	734
98	904
99	57
99	340
99	386
99	413
99	414
99	679
99	770
99	997
100	107
100	120
100	160
100	217
100	269
100	506
100	568
100	786
100	790
100	842
101	112
101	144
101	361
101	416
101	446
101	451
101	512
101	704
101	716
101	731
101	778
101	831
101	844
101	858
101	861
101	921
102	234
102	272
102	283
102	288
102	308
102	325
102	379
102	456
102	474
102	653
102	850
103	96
103	161
103	197
103	372
103	409
103	682
103	835
103	858
103	863
103	934
103	948
103	953
104	82
104	159
104	371
104	389
104	424
104	561
104	587
104	632
104	696
104	804
104	893
104	913
104	956
104	992
105	11
105	244
105	251
105	370
105	397
105	421
105	651
105	828
105	848
105	873
105	874
106	94
106	132
106	382
106	438
106	494
106	544
106	664
107	26
107	126
107	298
107	319
107	321
107	381
107	397
107	424
107	466
107	489
107	605
107	614
107	670
107	693
107	729
107	766
108	44
108	119
108	147
108	201
108	230
108	254
108	290
108	339
108	352
108	593
108	653
108	898
108	925
109	13
109	232
109	315
109	532
109	568
109	585
109	652
109	757
109	809
109	835
109	947
109	964
110	58
110	73
110	134
110	183
110	214
110	722
110	796
110	846
110	947
110	984
111	15
111	45
111	70
111	73
111	118
111	197
111	248
111	393
111	434
111	458
111	484
111	907
111	952
112	98
112	103
112	133
112	183
112	289
112	302
112	468
112	665
112	682
112	701
112	720
112	845
112	913
112	945
112	966
112	999
113	219
113	420
113	440
113	519
113	548
113	549
113	706
114	10
114	97
114	192
114	280
114	322
114	365
114	422
114	483
114	569
114	683
114	864
114	873
114	993
115	116
115	209
115	228
115	514
115	543
115	572
115	640
115	647
115	727
115	819
116	58
116	371
116	647
116	793
116	958
117	59
117	99
117	111
117	170
117	191
117	196
117	239
117	292
117	359
117	454
117	550
117	641
117	837
118	237
118	326
118	357
118	374
118	422
118	423
118	786
118	840
119	42
119	225
119	363
119	369
119	380
119	397
119	417
119	635
119	663
119	703
119	743
119	823
119	893
119	986
120	13
120	182
120	231
120	318
120	329
120	377
120	459
120	594
120	619
120	772
120	809
120	946
120	983
121	10
121	111
121	248
121	330
121	449
121	460
121	487
121	579
121	624
121	945
121	964
122	3
122	15
122	182
122	209
122	297
122	324
122	411
122	501
122	607
122	723
122	770
122	820
122	841
122	877
123	25
123	32
123	251
123	280
123	450
123	520
123	523
123	551
123	555
123	621
123	624
123	663
123	665
123	672
123	678
123	700
123	748
123	849
123	893
123	985
124	19
124	162
124	200
124	263
124	365
124	462
124	731
124	770
125	391
125	481
125	537
125	742
125	779
125	790
125	871
125	961
125	991
126	127
126	282
126	423
126	530
126	760
126	784
126	804
126	861
126	892
126	919
126	943
126	955
127	79
127	167
127	258
127	271
127	297
127	453
127	461
127	496
127	678
127	730
127	811
128	22
128	167
128	172
128	292
128	399
128	498
128	511
128	675
128	692
128	805
128	840
128	935
129	198
129	204
129	351
129	405
129	422
129	472
129	685
129	694
129	827
129	946
130	38
130	149
130	694
130	772
130	811
131	235
131	345
131	369
131	490
131	563
131	686
131	724
131	867
132	182
132	314
132	323
132	360
132	781
132	930
132	951
133	228
133	308
133	461
133	463
133	604
133	737
133	770
133	782
133	993
134	64
134	275
134	347
134	385
134	498
134	553
134	583
134	779
134	787
134	995
135	175
135	295
135	331
135	439
135	491
135	535
135	780
135	831
135	947
135	994
136	2
136	123
136	217
136	268
136	299
136	505
136	514
136	574
136	623
136	661
136	731
136	922
137	115
137	147
137	169
137	222
137	267
137	327
137	458
137	481
137	546
137	568
137	592
137	595
137	636
137	675
137	737
137	823
137	826
137	871
137	936
137	946
138	61
138	302
138	313
138	419
138	520
138	579
138	584
138	596
138	692
138	736
138	771
138	778
138	834
139	208
139	222
139	238
139	338
139	381
139	397
139	464
139	768
139	778
140	1
140	129
140	131
140	138
140	225
140	554
140	656
140	758
140	867
140	983
141	20
141	97
141	120
141	188
141	284
141	316
141	326
141	720
142	8
142	99
142	123
142	470
142	540
142	799
142	816
142	963
143	291
143	328
143	353
143	370
143	427
143	528
143	731
143	898
143	976
144	226
144	346
144	425
144	435
144	536
144	740
144	744
144	844
144	851
144	868
144	902
145	28
145	54
145	149
145	154
145	280
145	299
145	327
145	391
145	411
145	555
145	836
146	36
146	103
146	232
146	317
146	323
146	455
146	675
146	827
146	872
146	922
146	964
147	105
147	259
147	577
147	957
148	62
148	82
148	305
148	389
148	478
148	809
148	812
148	959
148	970
148	988
149	143
149	242
149	316
149	514
149	535
149	626
149	761
149	872
149	992
150	132
150	193
150	268
